20150320,8,18,17,19,black,1,32,1,93
20150413,7,10,19,15,white,8,38,7,103
20150518,6,13,16,19,white,7,38,2,105
20150426,4,14,14,10,yellow,2,24,7,80
20150425,4,11,16,13,red,2,27,5,69
20150325,4,14,15,13,yellow,7,33,6,101
20150119,4,13,10,13,white,4,30,8,87
20150410,2,10,16,17,black,8,20,4,83
20150624,2,13,11,19,red,7,32,3,113
20150411,7,10,19,10,yellow,1,29,4,78
20150512,7,19,19,14,black,2,36,2,102
20150316,9,10,15,14,black,2,37,7,53
20150412,9,15,14,19,yellow,6,37,-1,57
20150220,7,15,11,19,white,8,35,8,106
20150129,6,11,19,11,white,6,21,2,91
20150429,5,17,12,14,white,8,23,2,64
20150312,3,16,16,17,white,4,35,4,90
20150113,9,11,15,19,yellow,5,37,6,94
20150611,6,17,10,16,red,8,23,4,51
20150123,3,12,14,13,black,5,33,3,68
20150418,7,18,12,11,red,5,35,4,116
20150518,6,17,10,11,white,4,37,2,114
20150214,5,10,16,19,yellow,3,25,0,105
20150324,8,15,18,13,red,4,20,8,119
20150421,7,19,15,17,white,6,28,0,92
20150215,3,14,16,17,red,5,36,4,52
20150618,4,10,12,13,black,8,36,4,70
20150317,5,11,16,15,black,8,21,8,87
20150211,2,12,16,19,red,3,24,0,97
20150121,4,10,19,12,red,2,24,2,114
20150624,8,11,18,12,red,5,30,6,100
20150216,6,12,15,18,white,3,36,6,72
20150118,6,19,16,14,black,6,38,-1,117
20150421,8,11,17,10,red,8,28,7,94
20150225,7,11,12,10,white,1,30,5,99
20150628,7,16,11,16,black,2,34,7,73
20150417,9,10,18,19,black,1,37,-1,52
20150426,3,13,11,16,red,7,23,5,78
20150619,7,19,12,18,white,6,33,5,89
20150519,7,17,12,11,yellow,8,26,6,54
20150426,4,19,19,16,yellow,8,36,0,89
20150415,5,11,17,17,yellow,6,31,5,82
20150227,9,15,18,12,black,2,21,-1,69
20150225,2,11,16,11,red,1,32,5,105
20150514,5,15,18,14,yellow,5,31,0,97
20150511,6,14,15,14,white,1,28,8,90
20150111,9,18,10,17,yellow,8,26,6,116
20150218,7,19,15,16,black,7,36,6,86
20150217,4,16,15,13,red,4,25,3,100
20150322,7,13,11,18,yellow,5,35,0,84
20150515,9,11,12,18,red,1,28,6,82
20150129,5,15,16,17,red,8,29,5,76
20150314,3,10,14,17,yellow,3,32,2,101
20150414,8,16,11,10,red,6,35,4,59
20150426,6,13,11,17,black,5,36,4,92
20150519,6,16,10,19,white,5,26,0,114
20150614,8,13,16,14,white,2,24,2,67
20150111,9,16,14,19,black,8,37,7,53
20150124,5,11,15,12,yellow,1,24,-1,88
20150429,8,15,19,12,yellow,4,34,5,74
20150117,4,10,16,17,yellow,5,24,5,112
20150410,9,10,12,18,red,6,38,3,110
20150624,3,13,19,10,white,6,21,3,110
20150311,7,19,15,17,black,4,34,1,79
20150626,8,11,14,16,white,7,27,0,83
20150212,4,14,19,10,red,7,37,0,98
20150220,6,16,19,19,black,1,25,7,117
20150325,2,16,13,17,white,1,37,7,100
20150421,7,19,19,19,red,1,34,0,82
20150329,2,13,12,10,red,3,35,-1,63
20150216,5,19,14,19,yellow,8,34,-1,53
20150518,6,10,15,10,black,5,33,0,90
20150625,7,18,17,16,yellow,2,26,2,119
20150614,6,11,12,15,red,7,31,6,75
20150420,8,10,12,13,red,4,37,4,87
20150521,9,18,11,16,white,8,35,7,71
20150513,7,18,13,15,red,5,29,1,99
20150123,2,18,11,11,white,2,31,0,97
20150221,6,14,11,11,yellow,5,27,7,83
20150322,7,12,17,11,black,1,22,2,81
20150523,5,15,11,19,red,5,32,0,109
20150625,7,11,19,17,black,3,30,4,85
20150421,7,19,14,13,red,1,23,4,98
20150429,6,12,12,13,black,8,27,5,91
20150312,9,13,16,10,yellow,5,30,-1,108
20150215,8,19,16,17,red,5,22,8,81
20150326,6,19,19,11,white,5,37,6,96
20150419,5,11,19,11,yellow,7,36,-1,108
20150629,2,11,17,14,red,4,23,4,82
20150218,9,13,16,19,black,5,33,4,66
20150613,7,15,13,17,red,3,21,7,69
20150228,3,17,17,16,white,6,35,8,116
20150519,4,14,12,13,white,8,32,4,89
20150415,4,14,15,10,yellow,1,38,3,84
20150327,5,13,14,15,black,7,26,0,56
20150119,4,13,18,18,black,5,34,8,103
20150429,6,13,16,19,red,2,32,7,75
20150616,2,13,11,15,yellow,4,21,5,67
20150611,4,13,18,12,black,7,23,4,106
20150516,4,12,17,18,yellow,5,27,1,61
20150623,7,16,18,11,black,4,22,6,115
20150215,5,17,11,12,red,5,38,8,117
20150320,4,13,19,19,red,8,38,4,118
20150211,6,12,14,16,black,2,23,-1,64
20150114,7,10,19,15,yellow,1,34,5,101
20150329,5,19,19,18,white,6,33,-1,72
20150228,8,18,16,12,red,5,24,6,73
20150424,6,11,13,10,black,7,26,0,58
20150615,9,19,14,17,white,1,23,4,91
20150110,2,19,18,12,black,6,24,6,81
20150616,7,15,12,12,black,8,27,4,94
20150129,3,15,17,13,yellow,2,32,8,95
20150115,5,17,14,16,white,7,38,5,58
20150423,7,12,16,15,white,3,25,8,92
20150612,4,11,11,17,yellow,8,26,6,111
20150213,8,13,15,17,yellow,2,39,4,111
20150224,6,11,15,16,white,1,22,8,85
20150420,5,19,15,14,yellow,3,21,8,112
20150211,8,14,16,15,red,3,21,7,110
20150217,6,17,11,12,yellow,3,27,5,117
20150313,5,12,18,11,red,1,22,1,52
20150215,7,16,11,14,yellow,5,33,7,80
20150310,9,19,12,19,black,2,34,4,116
20150223,6,19,14,11,yellow,3,23,-1,88
20150311,7,19,18,15,white,8,24,8,81
20150320,6,12,10,17,white,4,39,3,53
20150129,2,13,17,12,black,2,27,4,51
20150217,4,16,10,15,red,2,37,8,108
20150312,4,14,17,18,white,2,28,4,98
20150329,4,15,11,11,white,7,28,6,79
20150620,8,17,12,18,black,5,25,-1,80
20150628,9,14,14,13,black,3,39,8,82
20150222,4,14,15,15,white,8,22,-1,81
20150523,7,18,14,12,black,2,27,7,113
20150415,5,17,12,18,black,2,22,6,78
20150122,4,13,11,18,black,3,38,0,77
20150519,6,13,15,14,white,5,34,4,97
20150115,7,19,17,16,red,6,20,-1,115
20150615,6,10,10,13,yellow,7,28,4,64
20150625,5,14,18,12,red,4,25,0,97
20150321,5,13,10,10,red,5,32,3,96
20150420,4,19,10,17,black,2,34,3,54
20150417,5,13,18,12,white,7,38,1,82
20150222,3,15,16,13,red,1,27,1,106
20150312,8,10,11,19,yellow,6,20,1,98
20150223,3,14,10,17,white,6,25,8,85
20150315,7,10,16,19,white,7,36,0,89
20150129,7,13,18,12,white,1,37,6,109
20150117,5,11,10,13,white,6,28,2,56
20150512,8,12,15,16,black,8,35,7,54
20150323,4,10,18,17,yellow,5,30,8,75
20150422,3,11,10,10,red,2,27,0,112
20150224,8,11,17,16,white,8,26,5,63
20150518,4,11,19,18,black,3,30,8,57
20150329,7,16,13,16,yellow,5,35,7,113
20150526,2,15,11,18,white,3,25,4,68
20150516,3,13,12,13,black,3,27,1,107
20150523,3,17,10,15,yellow,3,22,2,61
20150621,9,16,12,14,yellow,8,38,6,115
20150526,4,11,18,11,red,1,34,7,58
20150621,7,10,18,16,yellow,5,34,7,51
20150529,5,14,16,15,white,6,28,3,76
20150229,4,17,11,15,red,6,38,0,98
20150414,6,13,10,15,white,6,38,0,90
20150317,7,14,12,18,black,5,26,3,93
20150427,2,13,12,19,red,8,20,8,96
20150220,7,13,18,11,white,2,31,5,53
20150511,3,16,15,13,white,2,25,7,63
20150417,4,13,10,19,black,8,25,8,63
20150115,7,13,14,15,red,3,34,5,97
20150623,8,11,12,13,white,8,24,7,84
20150417,3,17,19,11,yellow,8,27,2,98
20150626,5,13,19,19,yellow,2,33,2,118
20150324,5,15,13,16,red,7,22,2,72
20150521,8,18,18,17,black,4,24,-1,104
20150525,7,19,11,10,red,3,22,7,75
20150529,3,17,13,13,black,1,35,5,66
20150414,6,14,12,16,black,5,22,8,91
20150528,5,11,12,16,yellow,5,38,6,105
20150626,4,12,18,13,red,4,29,1,66
20150310,4,10,16,16,red,6,31,5,69
20150624,9,13,16,14,black,4,21,0,96
20150619,5,13,16,14,yellow,5,28,1,106
20150115,6,19,16,19,red,6,26,6,52
20150527,3,15,10,19,white,5,37,8,57
20150326,3,10,19,13,yellow,6,21,3,60
20150110,2,16,16,18,black,7,37,7,95
20150629,5,14,17,16,yellow,4,36,4,88
20150229,5,15,16,15,black,4,23,6,98
20150417,6,11,14,17,yellow,7,38,1,53
20150624,4,12,16,10,yellow,5,34,8,73
20150422,4,11,18,18,black,3,38,6,55
20150510,4,17,14,12,red,6,30,3,110
20150625,7,19,11,14,yellow,3,32,8,97
20150217,2,12,11,16,black,8,38,-1,89
20150320,4,12,11,11,black,7,35,4,112
20150424,6,12,15,11,black,4,30,4,110
20150210,8,19,14,14,red,6,28,3,112
20150611,5,19,15,14,black,5,32,5,101
20150528,7,13,10,16,yellow,1,23,7,85
20150213,3,10,10,19,yellow,4,27,8,59
20150219,5,13,18,18,white,3,21,3,76
20150128,2,13,16,19,red,6,27,0,59
20150224,4,16,16,18,red,1,27,2,63
20150425,9,12,14,17,yellow,6,34,4,80
20150629,2,10,14,18,black,6,35,7,97
20150112,9,13,19,15,white,7,34,8,63
20150125,9,15,17,16,yellow,2,27,7,88
20150419,6,16,12,12,yellow,5,25,0,88
20150629,4,11,16,14,white,5,23,4,51
20150529,9,13,10,10,white,7,21,3,118
20150113,9,10,16,18,red,7,29,1,108
20150114,5,18,19,16,yellow,6,22,5,81
20150217,8,13,15,19,white,1,28,2,109
20150514,3,18,13,10,yellow,6,22,2,92
20150223,6,17,13,13,red,6,21,3,79
20150616,3,13,14,11,yellow,5,32,5,63
20150318,9,16,15,10,yellow,4,27,2,81
20150318,9,13,16,19,white,1,30,5,100
20150210,9,19,13,16,yellow,6,31,1,52
20150229,4,16,14,15,black,8,34,0,61
20150423,6,17,19,13,yellow,5,31,2,101
20150112,6,17,10,15,red,4,27,5,83
20150518,7,13,14,14,yellow,7,28,4,93
20150327,4,18,10,12,black,2,24,1,65
20150219,6,12,16,12,yellow,7,24,6,80
20150415,6,11,14,15,red,6,27,5,109
20150525,4,15,17,19,yellow,3,22,0,72
20150428,4,19,19,14,black,1,28,-1,62
20150228,3,19,19,16,black,3,35,1,61
20150629,5,16,17,19,black,8,28,-1,110
20150511,8,10,18,12,red,5,30,3,63
20150620,4,15,11,17,black,1,23,1,91
20150114,8,16,11,10,yellow,6,35,3,51
20150515,3,16,16,19,yellow,4,21,0,80
20150424,6,17,13,19,black,2,37,1,68
20150616,9,16,15,14,white,3,25,4,96
20150611,5,19,11,15,yellow,4,37,1,60
20150222,6,18,19,10,white,6,31,8,77
20150412,6,17,13,19,black,4,29,5,117
20150120,9,12,15,16,white,5,30,6,99
20150225,4,14,14,12,red,2,33,4,105
20150127,9,10,19,13,yellow,3,34,3,110
20150417,7,16,19,16,white,7,32,1,78
20150618,2,18,15,13,yellow,5,21,0,100
20150111,9,16,15,15,yellow,7,33,6,90
20150228,5,16,19,19,black,3,21,0,83
20150513,2,13,15,11,yellow,6,30,8,85
20150525,7,10,19,12,red,7,38,6,53
20150522,4,12,14,12,white,3,38,-1,81
20150328,6,11,14,17,red,3,36,8,114
20150613,8,18,14,17,white,2,27,1,112
20150610,5,17,10,17,white,8,29,8,79
20150622,8,15,13,11,black,4,28,8,56
20150527,3,12,13,10,red,3,39,0,97
20150127,2,12,16,17,white,6,34,5,97
20150425,6,17,12,11,yellow,8,32,7,78
20150318,7,18,17,10,red,2,20,7,114
20150617,8,15,14,18,red,4,37,-1,66
20150117,5,15,19,16,black,4,28,8,89
20150429,5,11,13,14,yellow,4,35,4,61
20150116,9,12,17,12,red,3,31,7,62
20150229,8,19,12,15,black,1,36,1,62
20150424,6,11,19,11,black,2,25,3,102
20150610,6,14,17,13,yellow,2,24,5,50
20150316,2,15,15,13,black,8,28,6,100
20150318,7,15,19,19,red,3,34,-1,69
20150316,5,12,18,16,white,3,37,7,81
20150113,2,14,19,18,white,1,30,-1,72
20150418,5,11,12,14,white,4,32,6,98
20150619,6,19,19,13,white,3,28,5,62
20150125,4,17,11,14,red,1,28,8,88
20150227,6,12,16,16,black,8,36,2,86
20150623,9,10,13,13,white,5,29,5,105
20150217,7,14,19,13,red,4,29,7,69
20150615,6,17,10,10,white,6,33,5,109
20150611,3,14,13,13,black,4,32,2,94
20150424,9,11,16,14,white,6,34,3,57
20150211,5,10,18,18,white,5,22,1,104
20150321,9,15,17,19,red,2,20,3,88
20150316,4,16,15,19,yellow,1,22,-1,55
20150222,3,11,14,16,red,7,22,3,64
20150312,4,13,11,16,black,8,31,6,90
20150523,8,16,15,16,red,2,23,0,98
20150522,2,14,14,18,red,2,23,6,71
20150414,9,18,11,12,white,5,32,3,119
20150210,8,15,18,12,yellow,7,24,3,79
20150110,8,12,13,17,white,5,35,8,65
20150620,3,14,16,17,red,2,31,0,85
20150413,3,10,15,16,red,4,30,5,97
20150529,7,17,11,19,white,6,31,6,70
20150421,3,11,16,14,red,7,30,4,118
20150227,7,11,18,19,white,1,30,5,52
20150125,5,19,13,11,black,4,36,-1,75
20150220,3,18,15,13,yellow,5,29,4,85
20150217,5,16,16,10,white,5,36,0,69
20150216,9,12,16,13,black,2,23,0,81
20150426,2,17,19,18,white,8,36,0,75
20150420,7,15,13,11,black,4,24,8,99
20150514,3,15,13,12,black,5,24,-1,103
20150518,2,13,18,11,yellow,2,20,2,83
20150110,4,17,16,12,yellow,4,36,2,119
20150424,6,14,15,16,black,3,37,2,88
20150611,6,11,16,10,black,1,33,-1,72
20150516,5,17,16,14,yellow,3,20,3,101
20150229,6,13,12,16,yellow,6,31,-1,93
20150329,7,14,16,10,black,6,38,7,100
20150217,3,15,18,10,red,8,32,7,57
20150228,5,19,14,17,yellow,6,27,-1,117
20150313,5,14,10,15,red,7,35,0,78
20150227,2,17,16,19,yellow,5,22,3,99
20150315,2,10,15,18,red,3,34,7,95
20150420,9,13,16,18,black,8,22,1,88
20150212,8,18,10,19,white,1,30,2,71
20150513,7,19,19,13,red,5,38,1,115
20150112,8,19,15,12,black,8,29,6,60
20150325,8,16,14,12,black,2,38,4,115
20150125,4,13,19,12,black,5,35,7,106
20150524,2,18,10,12,yellow,6,30,4,65
20150327,8,18,17,18,red,1,31,4,93
20150422,7,10,15,18,yellow,7,24,0,117
20150117,6,18,17,19,yellow,1,21,0,98
20150521,9,12,14,14,yellow,5,25,1,74
20150211,6,18,12,18,yellow,6,30,3,99
20150510,5,17,12,18,white,8,35,3,65
20150125,3,13,12,19,black,7,29,7,81
20150327,6,18,17,12,black,5,24,4,106
20150320,5,10,10,11,white,5,32,0,75
20150324,8,15,11,13,yellow,6,23,0,68
20150513,4,11,18,10,red,8,33,4,113
20150125,6,15,10,15,red,2,20,7,114
20150626,5,17,16,11,white,7,39,1,84
20150212,5,12,10,15,yellow,5,24,7,78
20150325,3,16,16,14,yellow,3,29,6,80
20150427,3,15,19,11,red,4,25,7,89
20150213,3,15,18,15,yellow,5,31,0,64
20150617,6,10,14,17,white,5,21,7,118
20150510,2,17,16,18,red,3,34,4,94
20150625,8,10,10,19,white,6,36,1,71
20150614,2,15,17,18,black,2,30,6,57
20150121,3,12,10,12,yellow,6,30,1,115
20150325,3,10,19,10,white,5,38,1,117
20150321,7,12,15,16,white,1,21,4,82
20150512,9,15,18,12,red,4,37,8,100
20150421,3,19,15,10,red,1,39,-1,92
20150119,2,13,14,13,red,7,28,7,88
20150414,4,15,14,19,red,8,35,7,97
20150217,8,15,17,12,black,1,23,1,55
20150528,7,17,13,19,white,3,22,3,81
20150213,7,10,13,14,white,1,27,3,86
20150511,7,11,14,14,yellow,1,22,6,97
20150411,6,19,18,16,black,1,22,1,74
20150420,6,19,15,17,red,6,27,3,108
20150517,5,10,13,10,white,6,23,4,74
20150217,3,10,19,12,yellow,8,39,2,93
20150212,3,12,11,12,black,2,28,0,52
20150419,4,13,11,14,yellow,7,34,7,56
20150223,9,15,18,16,white,8,27,6,69
20150423,3,18,11,11,yellow,1,32,6,68
20150426,3,14,12,13,red,2,26,3,104
20150410,7,10,15,15,black,7,30,7,96
20150313,6,17,13,19,yellow,3,31,8,50
20150416,7,16,12,16,black,5,39,-1,77
20150519,9,11,15,16,red,1,35,4,55
20150513,2,19,15,13,yellow,8,37,5,112
20150113,6,14,19,10,red,2,27,2,56
20150529,7,13,11,15,white,7,29,7,77
20150317,2,12,10,16,red,3,36,5,79
20150326,3,19,17,18,black,4,21,5,99
20150617,3,11,15,17,yellow,8,20,1,119
20150527,4,19,16,14,red,8,26,8,98
20150327,7,19,11,11,red,7,31,4,50
20150621,9,11,16,12,white,4,24,2,57
20150122,9,12,16,15,yellow,5,29,6,85
20150215,5,19,15,18,yellow,7,39,1,109
20150618,5,10,12,15,black,4,21,7,93
20150624,3,15,16,14,white,4,24,7,62
20150215,9,10,16,11,black,4,34,1,68
20150417,3,19,12,18,yellow,2,32,0,81
20150313,2,13,14,17,black,2,27,1,68
20150227,7,10,11,18,red,7,20,7,103
20150224,2,14,18,15,red,8,33,2,78
20150222,2,18,15,11,black,8,20,7,84
20150324,8,16,18,14,yellow,1,27,7,114
20150127,5,19,12,12,white,5,22,1,83
20150114,6,16,14,12,white,6,27,2,94
20150415,9,17,15,14,white,2,24,2,119
20150215,7,19,14,10,yellow,2,26,3,97
20150416,6,12,17,11,black,3,36,-1,62
20150127,2,14,11,13,black,7,20,7,84
20150225,4,10,11,17,white,6,30,8,50
20150111,8,18,13,14,white,5,24,0,52
20150322,3,19,18,14,yellow,6,23,1,102
20150426,7,14,11,17,white,6,32,5,111
20150611,3,16,19,17,white,5,27,7,104
20150515,6,14,19,11,red,6,34,8,65
20150416,7,15,10,19,red,6,34,-1,107
20150221,5,14,12,17,yellow,6,20,5,103
20150512,5,13,11,14,black,2,30,-1,78
20150512,7,12,16,18,red,8,35,2,118
20150527,2,14,18,15,white,1,25,5,90
20150314,6,16,10,16,red,4,29,3,84
20150111,5,13,10,12,red,2,36,1,92
20150228,8,10,17,12,red,2,23,0,117
20150222,6,10,16,11,white,8,21,7,107
20150412,4,10,17,10,white,2,39,0,116
20150215,3,16,15,12,yellow,3,32,3,63
20150217,5,15,13,19,red,4,23,8,63
20150528,2,10,18,19,black,1,34,5,54
20150529,4,12,11,15,white,3,29,1,84
20150527,8,16,12,13,white,1,28,-1,75
20150412,6,13,14,14,red,6,35,-1,95
20150427,7,11,16,17,yellow,3,24,2,115
20150118,5,19,11,17,white,3,37,8,88
20150117,8,19,15,12,yellow,3,25,0,98
20150315,3,13,14,15,black,2,25,7,93
20150311,3,13,10,10,yellow,1,24,7,85
20150327,8,16,16,10,red,4,28,1,71
20150626,3,15,11,12,white,3,26,4,82
20150629,2,10,15,18,yellow,2,29,1,64
20150410,6,12,13,12,red,1,24,3,69
20150325,5,16,19,19,white,4,34,7,68
20150512,5,11,18,12,black,8,34,1,70
20150617,9,12,12,19,black,8,27,5,107
20150229,6,15,14,11,black,5,25,7,81
20150119,4,15,16,19,black,3,29,0,61
20150425,5,15,15,11,black,6,30,6,62
20150124,5,11,11,11,black,4,27,7,60
20150625,8,11,17,14,white,7,29,-1,88
20150315,8,15,14,17,red,7,25,0,111
20150126,5,16,16,17,yellow,2,26,-1,111
20150625,5,10,10,19,white,2,23,5,97
20150217,3,16,11,12,white,7,27,8,68
20150522,9,19,10,13,yellow,1,23,4,81
20150113,2,11,14,10,white,6,26,8,91
20150429,5,10,15,13,yellow,2,32,7,60
20150127,7,15,14,13,yellow,6,36,6,89
20150127,5,15,13,11,yellow,1,36,2,103
20150220,5,10,16,12,white,6,25,0,93
20150516,4,11,14,11,yellow,8,21,3,115
20150120,5,17,17,17,yellow,7,22,2,50
20150125,8,19,19,12,red,4,31,2,90
20150422,6,19,15,19,yellow,8,33,6,108
20150121,2,19,14,10,yellow,7,37,8,92
20150421,2,19,18,17,white,8,31,6,119
20150512,9,19,17,13,yellow,4,38,8,102
20150429,5,10,17,12,black,4,31,4,82
20150316,3,18,16,13,yellow,6,28,3,118
20150311,8,11,19,10,white,4,29,5,87
20150517,4,12,18,17,black,4,32,4,75
20150519,3,17,11,15,black,3,26,1,61
20150621,9,11,15,12,black,7,31,2,107
20150513,7,15,15,14,red,8,32,1,51
20150311,4,17,11,18,yellow,8,36,6,74
20150617,7,17,14,15,black,7,21,8,69
20150414,5,18,10,11,white,7,28,7,112
20150326,2,14,11,18,red,1,22,-1,111
20150113,9,18,19,18,white,2,25,5,90
20150418,3,17,16,11,red,7,25,7,93
20150612,3,15,10,13,black,8,37,7,98
20150614,9,15,16,18,red,3,24,4,66
20150423,9,14,13,13,red,6,29,7,86
20150513,2,16,13,14,black,3,26,4,88
20150229,7,14,10,13,red,8,22,2,84
20150213,3,13,17,15,black,4,36,4,102
20150520,8,13,18,11,red,3,28,1,52
20150513,2,11,18,16,black,6,34,7,83
20150527,4,16,15,18,black,1,26,1,114
20150128,6,17,14,16,white,1,23,4,100
20150220,5,14,17,17,red,4,26,2,51
20150519,9,13,17,14,red,1,24,2,71
20150413,2,16,12,16,white,1,29,8,111
20150428,9,10,13,19,white,5,28,6,117
20150327,6,13,14,11,red,7,37,-1,66
20150317,9,18,15,14,red,6,21,3,62
20150217,5,19,10,15,black,4,37,8,109
20150219,6,15,11,17,red,7,33,3,91
20150223,2,11,14,11,yellow,8,31,8,78
20150311,6,13,13,10,red,6,36,3,88
20150323,4,14,11,11,yellow,5,27,2,116
20150412,8,15,12,10,black,7,36,6,68
20150113,6,10,18,12,red,8,35,5,91
20150419,8,14,16,14,white,4,39,2,112
20150227,9,10,19,13,yellow,2,25,7,79
20150417,6,15,16,19,yellow,2,22,4,56
20150625,8,17,17,18,white,6,32,7,105
20150127,6,16,14,17,red,8,35,0,85
20150318,2,15,17,13,red,3,33,-1,109
20150119,2,14,13,10,black,2,31,4,89
20150622,7,13,15,16,black,4,20,3,63
20150121,3,11,11,18,black,6,36,0,70
20150115,2,10,13,18,yellow,6,31,7,86
20150326,6,17,10,16,white,5,25,0,89
20150523,8,12,18,14,yellow,3,23,-1,109
20150318,8,12,19,12,yellow,7,30,7,87
20150622,3,17,15,15,red,1,28,8,75
20150518,3,12,16,11,white,1,28,4,93
20150622,9,13,19,16,red,3,32,4,85
20150123,9,16,16,13,white,4,29,1,92
20150527,8,16,14,14,white,7,32,5,69
20150615,5,16,15,17,white,1,23,7,63
20150211,7,12,19,19,red,4,34,3,86
20150117,7,18,15,18,red,4,30,3,100
20150322,5,11,15,13,red,6,22,-1,53
20150423,4,15,13,16,black,1,31,8,68
20150125,5,13,18,11,yellow,2,37,4,88
20150510,3,10,10,15,yellow,4,22,4,119
20150229,9,10,19,13,black,8,39,0,119
20150311,6,11,14,17,white,3,39,8,106
20150122,6,11,10,10,black,6,38,6,112
20150514,2,11,10,17,yellow,5,25,5,116
20150528,8,13,15,15,white,2,21,4,98
20150512,6,12,10,18,white,7,34,2,59
20150213,3,17,14,16,yellow,5,35,7,84
20150510,8,15,14,19,yellow,2,38,1,117
20150428,9,13,12,13,black,2,33,-1,59
20150522,9,16,11,14,yellow,7,30,7,113
20150612,4,17,19,12,red,8,24,0,85
20150423,3,12,14,17,white,3,35,6,96
20150323,4,10,14,16,black,1,37,7,93
20150426,9,15,19,12,red,3,37,8,88
20150327,4,15,16,16,black,6,25,1,80
20150522,2,14,11,15,black,8,33,1,72
20150311,4,12,11,13,white,1,37,0,76
20150615,6,13,12,13,yellow,6,21,0,60
20150412,3,17,13,10,yellow,5,35,-1,55
20150119,5,19,17,10,red,3,24,1,109
20150625,7,19,11,16,yellow,1,22,1,81
20150219,4,13,16,19,yellow,4,26,4,115
20150421,6,14,14,18,red,8,28,5,50
20150521,5,11,14,10,red,4,21,8,110
20150215,8,13,17,17,white,1,33,2,85
20150329,9,13,17,14,white,8,35,-1,115
20150213,7,12,13,15,red,1,28,0,99
20150217,9,14,15,10,red,7,35,8,84
20150210,8,16,13,16,white,1,34,4,112
20150325,3,16,10,16,black,1,30,0,55
20150211,6,11,16,11,yellow,5,22,2,98
20150623,7,11,10,13,black,8,37,5,85
20150125,2,18,15,19,black,6,32,3,101
